Date,Close,High,Low,Open,Volume,ticker,SMA_20,SMA_50,SMA_200,EMA_12,EMA_26,RSI,MACD,MACD_signal,MACD_diff,BB_high,BB_low,BB_mid,BB_width,return_1d,return_5d,return_20d,log_return,volatility_10d,volatility_20d,volatility_30d,momentum,hl_range,volume_ma_10,volume_ma_20,volume_ratio,OBV,Close_lag_1,Close_lag_2,Close_lag_3,Volume_lag_1,Volume_lag_2,Volume_lag_3
2021-02-18,126.4551773071289,126.73789375549589,124.21288851935199,125.9579652802824,96856700,AAPL,132.62202796936035,128.0137875366211,101.55155361175537,130.52035880617444,130.2227344776952,41.279950416467464,0.29762432847923037,1.3608258435100629,-1.0632015150308325,139.42452180354638,125.8195341351743,132.62202796936035,10.258467523596645,-0.008636396424071435,-0.04195274158526163,0.016223292899768094,-0.008673906218119911,0.012022775687669077,0.018735172993620056,0.018994265641498864,-3.9290237426757812,0.019967590808965246,78077150.0,96929730.0,0.9992465675907691,3480690000,127.55680847167969,129.8478546142578,131.97312927246094,97918500.0,80576300.0,60145100.0
2021-02-19,126.61117553710938,127.43010877587982,125.5680327149572,126.9719012661051,87668800,AAPL,132.52634239196777,128.1524867248535,101.80430492401123,129.91894599554905,129.95521159320737,41.711177668062085,-0.036265597658314164,1.0814075552763875,-1.1176731529347017,139.60490553376368,125.44777925017186,132.52634239196777,10.682499817070228,0.0012336246985094057,-0.03892533153386435,-0.014889813103562632,0.0012328644087715812,0.006929373891777162,0.017171793262782897,0.018858736194697516,-7.1314697265625,0.01470704345823603,78425720.0,96097195.0,0.9122930175017075,3568358800,126.4551773071289,127.55680847167969,129.8478546142578,96856700.0,97918500.0,80576300.0
2021-02-22,122.8382797241211,126.46493488700048,122.44831544375612,124.79783740249141,103916400,AAPL,132.0064353942871,128.22916137695313,102.03398136138917,128.82961272302168,129.42803145475654,35.01387680268094,-0.5984187317348528,0.7454422978741395,-1.3438610296089923,140.23417583187478,123.77869495669944,132.0064353942871,12.465665651848584,-0.02979907418901151,-0.06921749600618154,-0.07804277523190573,-0.030252088923910226,0.010266339106607977,0.01596828441453398,0.0186333408799348,-10.489997863769531,0.03269843449668275,81247980.0,95285470.0,1.090579707483208,3464442400,126.61117553710938,126.4551773071289,127.55680847167969,87668800.0,96856700.0,97918500.0
2021-02-23,122.70179748535156,123.53046696039274,115.41924089427319,120.65449424173501,158273000,AAPL,131.37262344360352,128.27390274047852,102.26558132171631,127.88687191722629,128.92979190146727,34.79622339226083,-1.0429199842409815,0.3877698414511153,-1.4306898256920968,140.3798739050033,122.36537298220372,131.37262344360352,13.712522784880646,-0.001111072534360269,-0.055034079308704964,-0.09363586104133903,-0.0011116902330296462,0.010068089945946596,0.015282698844619809,0.0174873806092404,-10.772720336914062,0.06610519350450342,89945560.0,97476150.0,1.6237100049601878,3306169400,122.8382797241211,126.61117553710938,126.4551773071289,103916400.0,87668800.0,96856700.0
2021-02-24,122.20458221435547,122.40931177714582,119.16287735238498,121.80487424070276,111039900,AAPL,130.52656288146972,128.29643478393555,102.49333194732667,127.0126735014,128.43162822094047,33.96781238736182,-1.4189547195404657,0.026424929252799097,-1.4453796487932649,139.64004486806576,121.41308089487369,130.52656288146972,13.964179834984128,-0.004052224834403484,-0.04195954979943328,-0.12162526316805422,-0.004060457344973342,0.01014832193697246,0.013244970277381583,0.017396689415726595,-10.392509460449219,0.02656557034061423,93372130.0,95147560.0,1.1670283504905434,3195129500,122.70179748535156,122.8382797241211,126.61117553710938,158273000.0,103916400.0,87668800.0
2021-02-25,117.95398712158203,123.28672920715788,117.51528197921584,121.5513960656033,148199500,AAPL,129.45628967285157,128.28457412719726,102.69798377990723,125.61902944296646,127.65550665802503,27.861163394889985,-2.036477215058568,-0.3861554996094743,-1.6503217154490937,139.17655528968746,119.73602405601568,129.45628967285157,15.017061961840447,-0.03478261629598789,-0.0672269049522547,-0.15359894125310236,-0.03540193492513765,0.013064284713690564,0.014524926644203986,0.018009662777983913,-14.038642883300781,0.04892964933854307,100887420.0,97638005.0,1.5178464574322263,3046930000,122.20458221435547,122.70179748535156,122.8382797241211,111039900.0,158273000.0,103916400.0
2021-02-26,118.21721649169922,121.71712880247114,118.15871701805524,119.51383705660506,164560400,AAPL,128.4527187347412,128.24955307006837,102.90506168365478,124.48028898892535,126.95637405311201,28.71583200949719,-2.4760850641866625,-0.804141412524912,-1.6719436516617505,138.45852867957768,118.44690878990475,128.4527187347412,15.578977297473582,0.0022316275739442393,-0.06629714170018042,-0.14514149138397892,0.0022291411915623966,0.01344889243447697,0.01471157407471707,0.01802549483567051,-13.521949768066406,0.030100622312197258,110915460.0,98823835.0,1.6651893746078565,3211490400,117.95398712158203,122.20458221435547,122.70179748535156,148199500.0,111039900.0,158273000.0
2021-03-01,124.58333587646484,124.71982222796429,119.70880207163226,120.64471166960632,116307900,AAPL,128.00935592651368,128.3580142211914,103.15526206970215,124.49614235623912,126.78059344743444,45.52514081485511,-2.284451091195322,-1.1002033482589941,-1.184247742936328,137.87488315809037,118.14382869493699,128.00935592651368,15.413759658692753,0.05385103433908567,0.01420612659394882,-0.06644598595580198,0.0524511064864987,0.02441924130224221,0.0188662744559106,0.020466699752956827,-7.389793395996094,0.040222234547491034,116531740.0,97508175.0,1.1928015266412277,3327798300,118.21721649169922,117.95398712158203,122.20458221435547,164560400.0,148199500.0,111039900.0
2021-03-02,121.98036193847656,125.49002551913253,121.87312157746639,125.18780674062197,102260900,AAPL,127.57942733764648,128.42668106079103,103.38190357208252,124.10909921504488,126.4250207430672,41.24276954625436,-2.315921528022315,-1.3433469842116583,-0.9725745438106568,137.7055559606385,117.45329871465445,127.57942733764648,15.874234324931752,-0.020893435865044996,-0.0058795841761090095,-0.06584960937157647,-0.021114792390724103,0.02469614357219673,0.018834935339947137,0.020634726210454146,-7.86749267578125,0.02965152655876199,118700200.0,97309230.0,1.0508859231544634,3225537400,124.58333587646484,118.21721649169922,117.95398712158203,116307900.0,164560400.0,148199500.0
2021-03-03,118.99713897705078,122.55555080343935,118.78265825970878,121.67813306792647,112966300,AAPL,126.9589687347412,128.31692276000976,103.58617347717285,123.32264379381502,125.87480727891783,36.952563351187784,-2.5521634851028097,-1.5851102843898885,-0.9670532007129211,137.57973764813596,116.33819982134646,126.9589687347412,16.731025809740164,-0.024456583945294708,-0.026246505484373794,-0.09443360794738043,-0.024760613446304373,0.025144155138999032,0.01926515178013789,0.020957958089252385,-8.559669494628906,0.031705741635168094,120204980.0,98792275.0,1.14347300940281,3112571100,121.98036193847656,124.58333587646484,118.21721649169922,102260900.0,116307900.0,164560400.0
2021-03-05,118.3731918334961,118.88014757741405,114.61980182519049,117.94423786319923,153766600,AAPL,126.35841827392578,128.19604766845703,103.80567287445068,122.56118964607364,125.31913206073844,36.106576853254765,-2.7579424146647966,-1.8196767104448703,-0.9382657042199263,137.48292988590003,115.23390666195152,126.35841827392578,17.607867784254804,-0.005243379369608392,0.003553968137439689,-0.09212012743568965,-0.005257174125101884,0.025137136740704034,0.01925267477125746,0.020933935734952912,-8.081985473632812,0.03599079898273053,125895970.0,101986560.0,1.5077143498123675,2958804500,118.99713897705078,121.98036193847656,124.58333587646484,112966300.0,102260900.0,116307900.0
2021-03-08,113.4401626586914,117.96372988743823,113.29392514231552,117.89548670485603,154376600,AAPL,125.34329414367676,127.95918487548828,103.98821403503418,121.15795472493791,124.43920840132755,30.216583708247725,-3.281253676389639,-2.111992103633824,-1.1692615727558149,137.26402208229624,113.42256620505727,125.34329414367676,19.020926520337277,-0.04167353349518099,-0.040409121232720224,-0.15180260989271144,-0.04256677983074325,0.027278644652785487,0.01955004502354308,0.021143205920847476,-13.171012878417969,0.041165356569284973,132566750.0,105496235.0,1.4633375304815381,2804427900,118.3731918334961,118.99713897705078,121.98036193847656,153766600.0,112966300.0,102260900.0
2021-03-09,118.05146789550781,118.99712873808402,115.80918658429786,116.04316214765258,129525800,AAPL,124.57945365905762,127.82369888305664,104.19067497253418,120.68003367425635,123.9660424379335,40.059887651435226,-3.2860087636771453,-2.3467954356424885,-0.9392133280346568,136.311976803234,112.84693051488125,124.57945365905762,18.835406320347673,0.040649670528862814,-0.05242970847589079,-0.11458041736354296,0.0398452013207787,0.030655333186292502,0.02237305313557855,0.021418224292262773,-4.786811828613281,0.027004680336613275,135127690.0,108187835.0,1.1972307237685271,2933953700,113.4401626586914,118.3731918334961,118.99713897705078,154376600.0,153766600.0,112966300.0
2021-03-10,116.96934509277344,119.10438636423861,116.4526381350717,118.6364351696504,111943300,AAPL,123.754195022583,127.59550735473633,104.38318927764892,120.10915850787437,123.44776856051423,38.68101581554389,-3.338610052639865,-2.545158359041964,-0.793451693597901,135.18600193334476,112.32238811182125,123.754195022583,18.4750212446142,-0.009166534072174382,-0.04108052120906591,-0.12365785618697978,-0.009208805264132307,0.030689999294947742,0.02232344845925279,0.021103868528729128,-5.732452392578125,0.02267045461410164,130494720.0,110220140.0,1.0156338034047134,2822010400,118.05146789550781,113.4401626586914,118.3731918334961,129525800.0,154376600.0,153766600.0
2021-03-11,118.899658203125,120.11829196722469,118.21722627040926,119.4651060547753,103026500,AAPL,123.06932334899902,127.42383346557617,104.59068809509277,119.92308153791292,123.11087149700393,42.48411683861809,-3.187789959091006,-2.6736846790517728,-0.5141052800392334,133.9267610630156,112.21188563498244,123.06932334899902,17.644425789564373,0.01650272649488249,-0.0008191858624817527,-0.10330116067155337,0.01636803632062329,0.03139272621871298,0.02289986175067433,0.02060609064774401,-3.3049240112304688,0.015988823900298408,129693380.0,111532755.0,0.9237331221666676,2925036900,116.96934509277344,118.05146789550781,113.4401626586914,111943300.0,129525800.0,154376600.0
2021-03-12,117.99298095703125,118.12946732804168,116.16990981369923,117.37879228748427,88105100,AAPL,122.36934089660645,127.2143635559082,104.79181552886963,119.62614298700805,122.731768494043,41.191816395870156,-3.1056255070349437,-2.760072844648407,-0.3455526623865368,132.62374590422291,112.11493588898998,122.36934089660645,16.759761771178823,-0.007625566463318245,-0.0032119677654688372,-0.10606386922765065,-0.007654789752811138,0.029380486778911356,0.022905680352772673,0.020571792164592893,0.03899383544921875,0.016607407478382543,123683940.0,112285680.0,0.7846512573998751,2836931800,118.899658203125,116.96934509277344,118.05146789550781,103026500.0,111943300.0,129525800.0
2021-03-15,120.87870788574219,120.8884590376453,117.39829045128926,118.36345366505867,92403800,AAPL,121.82631797790528,126.97071395874023,105.0097173690796,119.81884527912099,122.59450474527998,46.74433369131522,-2.7756594661589844,-2.7631901689505227,-0.012469297208461683,131.146135486134,112.50650046967657,121.82631797790528,15.30017103516004,0.02445676772724137,0.06557241326805219,-0.08243910055274373,0.024162489394766718,0.03035733870533639,0.023852913230829848,0.02126999775023944,2.6614913940429688,0.02887331149878811,116468280.0,113691870.0,0.8127564442382732,2929335600,117.99298095703125,118.899658203125,116.96934509277344,88105100.0,103026500.0,111943300.0
2021-03-16,122.4190673828125,124.02766536377307,121.59039794957519,122.54580261068884,115227900,AAPL,121.34861488342285,126.79330551147461,105.22614280700684,120.21887944891968,122.5815093850972,49.48600515449536,-2.3626299361775267,-2.6830781223959237,0.320448186218397,129.43718162189472,113.26004814495099,121.34861488342285,13.331123303290097,0.01274301755877727,0.03699741786498256,-0.07239399370400545,0.012662508541005334,0.024954705025496755,0.024117863100801825,0.02066888529863839,-2.1642684936523438,0.019909214032617813,116360280.0,116446010.0,0.9895392723202796,3044563500,120.87870788574219,117.99298095703125,118.899658203125,92403800.0,88105100.0,103026500.0
2021-03-17,121.62939453125,122.70179070070945,119.27011403289939,120.93721148152662,111932600,AAPL,120.93769187927246,126.62249252319336,105.44143753051758,120.4358817692782,122.5109823588863,48.11836987465924,-2.0751005896080983,-2.561482615838359,0.4863820262302605,128.03119829451168,113.84418546403325,120.93769187927246,11.730844710217223,-0.00645057071945454,0.03983992074829934,-0.06329299862075188,-0.006471465554969259,0.024109316097125473,0.02394783949919698,0.020375983099288963,-0.3509674072265625,0.028214204971055517,117327450.0,118013825.0,0.9484702321952534,2932630900,122.4190673828125,120.87870788574219,117.99298095703125,115227900.0,92403800.0,88105100.0
2021-03-18,117.50552368164062,120.08902837100626,117.30079413178964,119.79655333524822,121229700,AAPL,120.43512763977051,126.38925582885742,105.63601612091064,119.98505744810319,122.14020764205328,41.64547890702342,-2.1551501939500923,-2.480216131460706,0.3250659375106135,126.98501044928142,113.88524483025961,120.43512763977051,10.877030543949004,-0.03390521563888771,-0.01172530302065855,-0.07879849700277397,-0.03449332912647821,0.025327509699848674,0.02473454886412052,0.021108486802876362,-1.4916152954101562,0.023728537619821372,118153790.0,119179385.0,1.017203604465655,2811401200,121.62939453125,122.4190673828125,120.87870788574219,111932600.0,115227900.0,92403800.0
2021-03-22,120.29375457763672,120.76171313425421,117.24229884140365,117.31054202279068,111912300,AAPL,120.1270565032959,126.27564163208008,105.85173095703125,120.03254931418527,122.0034333409854,46.851290784904926,-1.970884026800121,-2.378349710528589,0.4074656837284678,126.0665119654455,114.18760104114631,120.1270565032959,9.888622322127132,0.023728509168218226,0.019499241412023638,-0.04872416346012931,0.023451363699324736,0.026418081749646185,0.02545028940643454,0.021665038406155027,1.920562744140625,0.029256833035161033,113968360.0,119932165.0,0.9331299906076073,2923313500,117.50552368164062,121.62939453125,122.4190673828125,121229700.0,111932600.0,115227900.0
2021-03-23,119.4651107788086,121.12244978834059,119.07514647128622,120.23528824072892,95467100,AAPL,119.76975326538086,126.11430389404296,106.05771583557129,119.94525107797348,121.81540944749082,45.55072277904368,-1.8701583695173412,-2.2767114423263393,0.4065530728089981,124.91225686489943,114.62724966586228,119.76975326538086,8.587316011454128,-0.006888502247997641,-0.01169434329385588,-0.056441026852375176,-0.006912337502142005,0.02195201015855903,0.025457615805008636,0.021008994697615017,6.0249481201171875,0.017137248722306746,108077410.0,120322080.0,0.7934296016159295,2827846400,120.29375457763672,117.50552368164062,121.62939453125,111912300.0,121229700.0,111932600.0
2021-03-24,117.07656860351562,119.81606211005297,117.05707373778829,119.73806777124454,88530500,AAPL,119.48166770935059,125.99105361938477,106.25577262878419,119.50391531267228,121.46438419978895,41.93697131181539,-1.9604688871166758,-2.2134629312844067,0.25299404416773097,124.54929515418826,114.41404026451292,119.48166770935059,8.482686159294508,-0.01999363797280851,-0.04364106747023755,-0.04690485029215263,-0.020196215474110397,0.01935656813177032,0.02499636049072915,0.021222013352457172,-0.9748992919921875,0.02356567505499844,103977880.0,119552785.0,0.7405139077270345,2739315900,119.4651107788086,120.29375457763672,117.50552368164062,95467100.0,111912300.0,121229700.0
2021-03-25,117.56403350830078,118.6071911560223,116.01393492282537,116.54038560410483,98844700,AAPL,119.22477951049805,125.79344696044922,106.4650339126587,119.20547195815358,121.17546933375279,42.9320341883034,-1.9699973755992062,-2.1647698201473666,0.19477244454816045,124.13176420211701,114.3177948188791,119.22477951049805,8.231484615472718,0.004163641884961322,-0.033424165586096954,-0.04187195364977547,0.004154997913383004,0.019163695302923337,0.025035184466277453,0.021255304830984683,0.5946884155273438,0.02205824482037548,102668020.0,116581370.0,0.8478601683956879,2838160600,117.07656860351562,119.4651107788086,120.29375457763672,88530500.0,95467100.0,111912300.0
2021-03-26,118.16847229003906,118.43170133574063,115.93593444848634,117.33005170542276,94071200,AAPL,119.02297401428223,125.58592895507813,106.74774475097657,119.04593354767442,120.95272881199621,44.20879697332231,-1.9067952643217865,-2.1131749089822507,0.2063796446604642,123.75191777463579,114.29403025392867,119.02297401428223,7.946270540653953,0.005141357979144168,0.0056418505924416,-0.033027484331453194,0.005128186325709516,0.018444226828553675,0.02507680045939565,0.021314013706803046,-0.7311859130859375,0.021120412567647878,101772490.0,115732935.0,0.8128299865548212,2932231800,117.56403350830078,117.07656860351562,119.4651107788086,98844700.0,88530500.0,95467100.0
2021-03-29,118.3439712524414,119.50411307157158,117.70053643972989,118.59744917887969,80819200,AAPL,119.0424732208252,125.44169128417968,107.04328056335449,118.93793934840781,120.75948751128844,44.596378342723504,-1.8215481628806316,-2.054849559761927,0.23330139688129536,123.75681841047012,114.32812803118028,119.0424732208252,7.920442279285898,0.0014851589345388216,-0.016208516660247252,0.003306239495383778,0.0014840571767304688,0.018275357801627895,0.02381377309494285,0.0213333336860845,0.35099029541015625,0.015240122608311455,101043900.0,112363920.0,0.719262909303983,3013051000,118.16847229003906,117.56403350830078,117.07656860351562,94071200.0,98844700.0,88530500.0
2021-03-30,116.8913345336914,117.37878796591035,115.87743050212212,117.09606408266947,85671900,AAPL,118.9761791229248,125.27190490722656,107.33580974578858,118.62307706922067,120.47295766109606,41.99579869227336,-1.8498805918753902,-2.0138557661846197,0.16397517430922948,123.7716708322207,114.1806874136289,118.9761791229248,8.061263598558256,-0.01227469978721063,-0.021544166563261857,-0.011215641827439837,-0.012350656115378627,0.01652078921176405,0.023976462016984536,0.02139203437543038,-3.9873733520507812,0.012844044169548688,100370710.0,108419495.0,0.7901890707017221,2927379100,118.3439712524414,118.16847229003906,117.56403350830078,80819200.0,94071200.0,98844700.0
2021-03-31,119.08489990234375,120.42051782587205,118.1099928338644,118.59744636810407,118323800,AAPL,118.70125732421874,125.10529937744141,107.6094864654541,118.694126735855,120.37013856785515,47.01993382157134,-1.6760118320001567,-1.9462869793477273,0.27027514734757063,122.75202705627366,114.65048759216383,118.70125732421874,6.8251505053408295,0.018765851013704538,0.017153998641943558,-0.0441346022358341,0.018591944729147103,0.017260815965610913,0.020891567933805883,0.02176522836557768,-3.33416748046875,0.019402333913891824,100680300.0,108520290.0,1.0903380372463067,3045702900,116.8913345336914,118.3439712524414,118.16847229003906,85671900.0,80819200.0,94071200.0
2021-04-01,119.9135513305664,121.06394179532072,119.41634671803331,120.55699346889742,75089100,AAPL,118.59791679382325,124.99381530761718,107.88498455047608,118.88173051965674,120.33631729101894,48.82328477358255,-1.4545867713622016,-1.8479469377506224,0.39336016638842075,122.40704324204711,114.78879034559938,118.59791679382325,6.423597565960365,0.006958492881147693,0.01998500521079638,-0.016943797961122553,0.006934394298184681,0.01745021885920027,0.020493650906731546,0.021700626941320668,-1.7158432006835938,0.013739857247205285,96995950.0,107161700.0,0.7007083687548816,3120792000,119.08489990234375,116.8913345336914,118.3439712524414,118323800.0,85671900.0,80819200.0
2021-04-05,122.74079132080078,122.99426922039768,119.98180275866349,120.76173132452315,88651200,AAPL,118.78509941101075,124.9733366394043,108.16825824737549,119.4754321813712,120.51442647841019,54.51230133022454,-1.0389942970389825,-1.6861564096082944,0.6471621125693119,123.00055919243312,114.56963962958838,118.78509941101075,7.0976238641454,0.02357731848371758,0.03869322283814558,0.031460019761248015,0.02330366648405437,0.014771848582556145,0.02037161386544913,0.022006489810445375,5.235267639160156,0.02454331953800653,93738100.0,105945945.0,0.8367587829812646,3209443200,119.9135513305664,119.08489990234375,116.8913345336914,75089100.0,118323800.0,85671900.0
2021-04-06,123.04301452636719,123.9399272027551,122.49706897342678,123.32573845569713,80171300,AAPL,119.01859054565429,124.94546875,108.4395234298706,120.02429100367827,120.70172929677737,55.08706073204771,-0.677438293099101,-1.4844127863064558,0.8069744932073548,123.6168579785462,114.42032311276239,119.01859054565429,7.726973427950408,0.002462288228014531,0.039706655304833305,0.03945000232349627,0.0024592617633564335,0.013130235786461917,0.020305196855862916,0.02196779185838282,2.7492599487304688,0.011726453833095328,90564000.0,102266180.0,0.783947342122293,3289614500,122.74079132080078,119.9135513305664,119.08489990234375,88651200.0,75089100.0,118323800.0
2021-04-07,124.69061279296875,124.71010766120962,121.99986726075039,122.67255550329261,83466700,AAPL,119.58111305236817,124.86878326416016,108.71629371643067,120.74218666356911,120.9972021483471,58.188717986516934,-0.2550154847779851,-1.2385333260007616,0.9835178412227765,124.06318097230785,115.09904513242849,119.58111305236817,7.496280650903205,0.013390425071619916,0.06672246741292343,0.09917519395777563,0.013301565694156385,0.013112598065349292,0.01760659816948201,0.02211591190723108,5.225502014160156,0.021735721236362842,89363960.0,98720685.0,0.8454833959063391,3373081200,123.04301452636719,122.74079132080078,119.9135513305664,80171300.0,88651200.0,75089100.0
2021-04-08,127.0888900756836,127.1181360985941,125.2950645829636,125.7142674952822,88844600,AAPL,120.03298416137696,124.74583267211914,109.01685771942138,121.71860257312518,121.44843829111277,62.272928957475216,0.2701642820124164,-0.9367938043981261,1.2069580864105425,125.51728568003074,114.54868264272318,120.03298416137696,9.137990789732385,0.019233823854060583,0.06721246925431834,0.07655493270253255,0.019051191955093146,0.010651634349523917,0.015884024988556924,0.021665912230851847,10.012321472167969,0.014344853547346525,89395370.0,96686625.0,0.918892349381313,3461925800,124.69061279296875,123.04301452636719,122.74079132080078,83466700.0,80171300.0,88651200.0
2021-04-09,129.66261291503906,129.70160264420477,126.22119287511026,126.54291392534559,106686700,AAPL,120.66764755249024,124.63152420043946,109.3312940979004,122.9407580103427,122.05689567066285,66.09995980530111,0.8838623396798511,-0.5726625755825306,1.4565249152623818,127.38591710540092,113.94937799957955,120.66764755249024,11.135162886121977,0.020251359798820978,0.08130074938400722,0.10851790109791626,0.020049028112319844,0.01116178941993887,0.01598040269100544,0.021931297071319144,12.098579406738281,0.026842045604734438,90179570.0,96423795.0,1.106435398025975,3568612500,127.0888900756836,124.69061279296875,123.04301452636719,88844600.0,83466700.0,80171300.0
